comments,label,comments_cleaned
son đẹp lắm nhé shop gói hàng rất cẩn thận 🥳,0,son đẹp lắm shop gói hàng cẩn_thận 🥳
dùng không thích bằng mình mua chỗ khác màu tối hơn dộ bám màu cũng kém haiz,1,mua chỗ màu tối dộ bám màu kém haiz
màu ok lắm nha,0,màu ok lắm nha
sản phẩm rất tốt rất đáng tiền mua sẽ ủng hộ shop dài dài,0,sản_phẩm rất tiền mua ủng_hộ shop dài_dài
cảm thấy không ưng ý vì khi bôi lên thì thấy mịn nhưng chưa đầy 2 phút sau son bị bón,1,cảm_thấy ưng_ý bôi mịn 2 phút son bón
son dùng màu đẹp mà chất hơ nặng môi 1 xíu nói chuyện là chờ mãi mới mua được màu 25 trên shope mal,0,son màu đẹp chất hơ môi 1 xíu nói_chuyện chờ mãi mua màu 25 shope mal
sản phẩm tốt màu đẹp lắm ạ mua shope mal nên yên tâm về chất lượng,0,sản_phẩm màu đẹp lắm mua shope mal yên_tâm chất_lượng
check mã code sản phẩm không ra,1,check mã code sản_phẩm
giao hàng nhanh đóng gói cẩn thận mua tặng bạn gái nên không biết đánh lên đẹp hay không 🤣,0,giao hàng đóng_gói cẩn_thận mua tặng gái đánh đẹp không 🤣
trời ơi đepj dã man luôn mua hàng ở shy07 yên tâm lắm mọi người ơi mua màu nào chuẩn màu đấy thích lắm gói gém cẩn thận nhiệt tình tư vấn ưng lắm ❤ 😊,0,trời đepj dã_man mua hàng shy07 yên_tâm lắm ơi mua màu chuẩn màu đấy lắm gói gém cẩn_thận nhiệt_tình tư_vấn ưng lắm ❤ 😊
son đẹp bôi lên mềm và mịn môi shop đóng gói hàng rất cẩn thận,0,son đẹp bôi mềm mịn môi shop đóng_gói hàng cẩn_thận
1 cây hạn sử dụng mất hết hơn 1 năm và 1 cây hạn sử dụng mất hết hơn 8 tháng mua khuyến mại lại không tặng quà kèm theo bán hàng qua mạng kiểu này shope coi lại người bán hàng 1 chút,1,1 hạn sử_dụng 1 1 cây hạn sử_dụng mất hết hơn 8 mua khuyến_mại tặng quà kèm hàng mạng kiểu shope coi lại bán hàng 1 chút
màu son đẹp có mùi thơm lớp son mỏng nhẹ và không làm khô môi,0,màu son đẹp mùi thơm lớp son mỏng nhẹ khô môi
son không lỳ ăn bị lem,1,son lỳ lem
sản phẩm đẹp đóng góp kỹ chưa sử dụng nên chưa biết chất lượng,0,sản_phẩm đẹp đóng_góp kỹ sử_dụng chưa chất_lượng
son rất đẹp gói cẩn thận còn có card nữa 5 sao,0,son đẹp gói cẩn_thận card 5
màu son xinh lắm,0,màu son xinh lắm
gì t tuyệt vời shop đóng hàng đẹp cẩn thận màu lên đẹp mình,0,t tuyệt_vời shop đóng hàng đẹp cẩn_thận màu đẹp
trời ơi vừa rẻ vừa xịn sò dã man ấy chất son thì khỏi bàn vừa mềm môi vừa thơm như kẹo ấy phấn mắt thì ôi thôi đẹp lung linh mọi người nên mua ở đây nha,0,trời_ơi rẻ vừa xịn sò dã_man chất son bàn vừa mềm_môi vừa thơm kẹo ấy phấn mắt thì ôi_thôi đẹp lung_linh mua nha
son siêu xinh luon ạ ❤,0,son siêu xinh luon ❤
mua son của bia nhiều lần rồi lần này có ver asian nên rất thích màu a5 đỏ trầm hơi ánh cam son không lì lắm mùi thơm shop giao hàng nhanh đóng gói cẩn thận,0,mua son bia lần ver asian màu a5 đỏ trầm hơi ánh cam_son lì lắm mùi thơm shop giao hàng đóng_gói cẩn_thận
hihi son yêu xinh quá cơ thấy màu này đang hot nên rinh 1 em về 4 vì shop giao chậm đặt hàng nhưng 3 ngày sau mới giao thành ra 5 6 ngày mới nhận được hàng 😍,2,hihi son yêu xinh màu hot rinh 1 4 shop giao chậm đặt_hàng 3 giao thành_ra 5 6 ngày mới hàng 😍
son đẹp khá ưng ý,0,son đẹp ưng_ý
son thơm nhưng mùi nhẹ nhàng màu đẹp cực giữa màu trung bình xinh shop giao hàng nhanh được tặng thêm túi xinh,0,son thơm mùi nhẹ_nhàng màu đẹp cực màu trung_bình xinh shop giao hàng tặng túi xinh
5 lần mua ở shop rồi vẫn tuyệt vời như 4 lần trước hàng chất lượng đẹp màu son đẹp đặc biệt không bị khô môi luôn sẽ ủng hộ shop thêm nhiều lần nữa,0,5 mua shop tuyệt_vời 4 lần hàng chất_lượng đẹp màu son đẹp đặc_biệt khô môi ủng_hộ shop lần
son siêu mềm môi cac anh chị ơi huhu em mua màu 14 thì không sáng quá môi em hơi kén son nên đánh lên thành màu đỏ hồng thêm chút nâu nhưng được cái tôn da cực kì cảm thấy như kiểu trắng lên vài tone ấy huhu mua đi các chị ơi không phí tiền đâu,0,son siêu mềm_môi cac anh_chị huhu mua màu 14 môi em hơi kén son đánh thành màu đỏ hồng chút nâu tôn da cực_kì cảm_thấy kiểu trắng lên tone huhu mua đi ơi không phí tiền
chất lượng sản phẩm tạm được,2,chất_lượng sản_phẩm tạm
mọi thứ đều tốt đặt ngày 1 giao 16 cây son bé tí mà để trong hộp to đẹp cực chỉ tiếc là sắc tố môi mình hong hợp màu thôi bạn bè hợp nhưng mình lại không hợp test thử lại như đỏ hồng vậy á không biết sau này có đổi mới gì hong chứ hơi buồn,2,1 giao 16 son bé tí hộp to đẹp cực tiếc sắc_tố môi hong_hợp màu bạn_bè hợp mình hợp test thử lại đỏ hồng_vậy không sau_này đổi_mới hong hơi buồn
đẹp lắm luôn 😊,0,đẹp lắm 😊
gói hàng cẩn thận giao hàng rất nhanh,0,gói hàng cẩn_thận giao hàng
son màu xinh nhưng hơi dừ nhé các cậu son sẽ làm khô môi nhẹ mặc dù mình có dùng dưỡng rồi điểm trừ nho nhỏ là son không bám màu lâu như quảng cáo vẫn sẽ có lớp stan trên môi nhưng trông nó cũng bợt bạt lắm 😥,2,son màu xinh hơi dừ son khô môi nhẹ mặc_dù dưỡng trừ nho_nhỏ son bám màu quảng_cáo sẽ có lớp stan môi nhưng trông bợt_bạt lắm 😥
màu lên tay thì như này nhưng lên môi lại là màu đỏ tím đậm nhìn thật sự già không tả nổi đậm dã man mà lại còn là tím nữa chứ mình mua về test xong không dám đánh lần 2,1,màu lên_tay môi màu đỏ tím đậm thật_sự già tả nổi đậm dã_man mà_lại là tím mua test xong không dám đánh 2
01 giống hồng đào khá là đẹp chưa dung nên cũng lo lo nhưng chất ổn và đẹp mịn,0,01 hồng_đào đẹp dung lo lo chất ổn đẹp mịn
sản phẩm rất tốt sẽ ủng hộ nữa 💯,0,sản_phẩm ủng_hộ 💯
son chất đẹp lâu trôi,0,son chất đẹp trôi
son cực đẹp sang sịn và mịn đóng gói cẩn thật và cute nè 😍,0,son cực đẹp sịn mịn đóng_gói cẩn và cute nè 😍
bao bì đóng gói đẹp chắc chắn giao hàng siêu nhanh son lên màu chuẩn,0,bao_bì đóng_gói đẹp chắc_chắn giao hàng siêu son màu chuẩn
son siêu xinh luôn 3,0,son siêu xinh 3
chất lượng tuyệt vời đóng gói chắc chắn rất đánh tiền giao hàng nhanh,0,chất_lượng tuyệt_vời đóng_gói chắc_chắn đánh tiền giao hàng
lần thứ 2 mua son của shop vẫn rất hài lòng về chất lượng và cách đóng gói nhé,0,2 mua son shop hài_lòng chất_lượng đóng_gói
giao hàng khá nhanh đóng gói rất cẩn thận và cả màu son đều rất xinh yêu cực hợp với mùa hè 😚,0,giao hàng đóng_gói cẩn_thận màu son rất xinh yêu cực hợp mùa hè 😚
cho 3 sao không phải vì chất lượng sản phẩm mà là thái độ của shiper khách không nhận hàng được trong giờ hành chính hẹn shiper giao hàng vào 6h chiều shiper nhất quyết không giao bắt khách hàng đến tận nhà shiper để lấy trong khi vẫn mất tiền ship và phải đi 7km mới lấy được hàng gọi điện 6 lần mới được và bắt đợi,2,3 chất_lượng sản_phẩm thái_độ shiper không hàng hành_chính hẹn shiper giao hàng 6h chiều shiper nhất_quyết không giao bắt khách_hàng tận shiper trong tiền ship phải đi 7km lấy được hàng gọi điện 6 mới được và bắt đợi
cảm giác như nhận được hộp quà noel son được đóng gói rất cẩn thận và đẹp có thêm quà tặng nữa lịch năm mới sẽ ủng hộ dài dài 3,0,cảm_giác hộp quà noel son được đóng_gói cẩn_thận đẹp quà tặng lịch ủng_hộ dài_dài 3
chọn màu 14 nhưng hết mất shop có gọi báo hết nên lựa lại màu 03 nhưng không ưng lắm mà lúc shop gọi hết hàng mình thấy phân loại màu 14 vẫn còn có nt hỏi shop mà không thấy tl huhu nhưng thôi son chất đẹp và giao nhanh nữa nên vote 5,0,màu 14 shop gọi báo hết lựa màu 03 nhưng ưng lắm shop gọi hết hàng phân_loại màu 14 có nt shop mà không thấy tl huhu nhưng son chất đẹp giao nên vote 5
giao hàng cực nhanh mua khi được giảm giá nên giá ok son rất cưng vỏ ngoài lấp lánh lên màu thì khỏi chê,0,giao hàng cực mua giảm_giá giá ok son cưng vỏ lấp_lánh màu chê
son nhanh trôi khô môi màu thì không hợp với mình nên cũng không thích lắm màu ở ngoài đánh lên không giống màu trên ảnh,1,son trôi khô môi màu hợp không lắm màu đánh không màu ảnh
màu son đẹp mịn son khá lì nói chung là ưng đáng để mua,0,màu son đẹp mịn son lì nói_chung ưng mua
đúng siêu lì như quảng cáo nhưng đánh lên khô môi tẩy trang xong như bong da luôn vậy sài 1 lần không dám lần 2,1,siêu lì quảng_cáo đánh khô môi tẩy_trang xong như bong da sài 1 dám lần 2
thời gian giao hàng lâu,1,thời_gian giao hàng
mùi son khó chịu xong màu lại là màu nâu đất,1,mùi son khó_chịu xong màu màu nâu đất
đóng gói sản phẩm rất đẹp màu son rất ưng ý khâu chuẩn bị hàng hơi bị lâu,0,đóng_gói sản_phẩm đẹp màu son rất ưng_ý khâu chuẩn_bị hàng hơi
màu xinh thơm nhẹ môi bám ổn đóng gói đẹp và chắc chắn,0,màu xinh thơm nhẹ môi bám ổn đóng_gói đẹp chắc_chắn
thấy mọi người bình luận quét mã ra hàng chính hãng nên mua,2,bình_luận quét mã hàng hãng mua
son mịn màu đẹp và gói hàng cẩn thận,0,son mịn màu đẹp gói hàng cẩn_thận
giao hàng ghtk nhận cực nhanh luôn,0,giao hàng ghtk cực
son đẹp lắm luôn ạ từ chất đến vỏ đều đẹp giao hàng nhanh rất yêu ạ 💗,0,son đẹp lắm chất vỏ đẹp giao hàng yêu ạ 💗
son lên môi mình ra màu đỏ thuần chứ không đỏ cam chất son mỏng nhẹ như không tô son ăn uống lâu trôi nếu màu lên chuẩn hơn thì tốt hơn,0,son môi màu đỏ đỏ cam chất son mỏng nhẹ như_không tô son ăn_uống trôi màu lên chuẩn hơn
hàng vẫn như thế giao hàng nhanh 1 ngày đã có rồi mal nên rất tin tưởng sẽ vẫn ủng hộ shop dài dài,0,hàng giao hàng 1 mal tin_tưởng vẫn ủng_hộ shop dài_dài
thời gian giao hơi chậm đóng gói đẹp và chắc chắn màu lên khá ổn và lỳ,0,thời_gian giao hơi chậm đóng_gói đẹp chắc_chắn màu ổn và lỳ
chuẩn bị hàng với giao thì lâu nhưng ngược lại chất son thì cực thích không khô môi bám lâu i like it 😍,0,chuẩn_bị hàng giao ngược chất son thì cực khô môi bám lâu i like it 😍
son đẹp mịn mịn thơm thơm mà không hiểu sao son màu đỏ gạch mà lên môi mình lại thành base hồng nữa buồn nhiều chút,2,son đẹp mịn mịn thơm thơm son màu đỏ gạch mà môi thành base hồng buồn chút
shop giao hàng nhanh giao đủ số lượng son rất đẹp luôn 😂,0,shop giao hàng giao số_lượng son đẹp 😂
không đúng mà dễ trôi không lì màu cũng ổn gói hàng kĩ cũng ổn,2,trôi không lì màu ổn gói hàng kĩ cũng ổn
son nhanh trôi màu cũng không giống trong ảnh,1,son trôi màu ảnh
vỏ son nó bị lỗi làm sao mà lỗ lỗ nhưng chất son thì ok mùi thơm màu đẹp,0,vỏ son lỗi làm_sao lỗ lỗ chất son ok mùi thơm màu đẹp
màu nhạt so voi trong hình chất lượng ok,0,màu nhạt voi hình chất_lượng ok
thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn,0,thời_gian giao hàng đóng_gói sản_phẩm rất đẹp chắc_chắn
sản phẩm rất tốt maug đẹp 🤗,0,sản_phẩm maug đẹp 🤗
shop đóng gói hàng rất đẹp cưng xỉu á mua nhiều lần rồi và vẫn rất hài lòng 5 sao,0,shop đóng_gói hàng đẹp cưng xỉu mua rất hài_lòng 5
cực kỳ thất vọng về son lần này son dạng nước dễ dính răng và để vài tiếng đồng hồ thì khô môi khủng khiếp mong team chị quách ánh có thể cải thiện hơn ít nhất là test xem độ khô môi như thế nào,1,cực_kỳ thất_vọng son son dạng dính tiếng đồng_hồ khô môi khủng_khiếp mong team quách ánh có_thể cải_thiện ít_nhất test độ khô môi thế_nào
son siêu thơm siêu mịn giao hàng rất nhanh,0,son siêu thơm siêu mịn giao hàng
son tốt giao hàng nhanh,0,son giao hàng
hộp đóng gói xjnk lắm nha son cũng xjnk nữa nè mùi thơm son còn có nhãn mác đàng hoàng nữa nên yên tâm lắm nhe sẽ tiếp tục uho shop nè ♀ 🙆,0,hộp đóng_gói xjnk lắm nha_son xjnk nè mùi thơm son nhãn_mác đàng_hoàng nữa yên_tâm lắm nhe tiếp_tục uho shop nè ♀ 🙆
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,0,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời
mặt nạ giao không đúng loại rất thất vọng còn son thì ok,2,mặt_nạ giao thất_vọng son ok
màu đẹp son cũng lì mùi hơi hắc son vẫn lem ra khi uống và còn 1 lớp base nhẹ sau khi ăn giao hàng nhanh giá siêu yêu,0,màu đẹp son lì mùi hơi hắc son lem uống 1 lớp base nhẹ khi giao hàng giá siêu yêu
son đẹp lì và mịn môi đóng gói đẹp và chắc chắn shiper nhiệt tình vui vẻ rất ưng sẽ ủng hộ nữa,0,son đẹp lì mịn môi đóng_gói đẹp và chắc_chắn shiper nhiệt_tình vui_vẻ ưng ủng_hộ
với giá tiền dưới 20k thì với mình đây là thỏi son đỉnh nhất chất son mịn và nhẹ lắm luôn màu lên môi cũng đẹp và có mùi thơm nhẹ mình đặt lần này son còn được đựng trong chiếc hộp rất xinh nữa gì t giao hàng nhanh và cẩn thận nói chung là rất ưng ý,0,giá tiền 20k với thỏi son đỉnh chất son mịn nhẹ lắm màu môi đẹp và mùi thơm nhẹ mình son đựng hộp xinh t giao hàng và cẩn_thận nói_chung là rất ưng_ý
màu đẹp và chất son mịn với lì god,0,màu đẹp chất son mịn lì god
giao hàng siêu nhanh đóng gói cẩn thận màu son và chất son mềm đẹp nữa mình rất ưng và sẽ ủng hộ dài dài,0,giao hàng siêu đóng_gói cẩn_thận màu son chất son mềm đẹp ưng và ủng_hộ dài_dài
chất lượng son phù hợp so với giá tiền bao bì đơn giản lấy son không cẩn thẩn rút mạnh sẽ bị bắn ra ngoài son quá nồng mùi hóa chất chất son đặc dính dính không dễ tán trên môi màu san hô đẹp lâu trôi ăn thả ga cả ngày vẫn còn màu đẹp chỉ hơi nhạt chút tẩy trang không khó,2,chất_lượng son phù_hợp giá tiền bao_bì đơn_giản son cẩn thẩn rút bắn son nồng mùi hóa chất chất son đặc dính dính không tán môi màu san_hô đẹp trôi thả ga màu đẹp hơi nhạt chút tẩy_trang không
đóng gói khá là ok nhưng nói là không lem không trôi vậy mà mình kẻ được 15p thì đã trôi sạch không còn dì thất vọng quá,1,đóng_gói ok là lem không trôi vậy_mà kẻ 15p trôi sạch không thất_vọng
màu đẹp như mọg đợi sẽ ủng hộ shop dài dài,0,màu đẹp mọg đợi ủng_hộ shop dài_dài
thấy mọi người bình luận quét mã ra hàng chính hãng nên mua hôm nay t mới quét mã hiden tag cũng là son black rouge đấy nhưng lại ra ver 3,2,bình_luận quét mã hàng hãng mua hôm_nay t quét mã hiden tag son black rouge đấy ra ver 3
đang cần gấp mà ship thì lâu,1,gấp ship
đỏ cam lên màu đẹp quá bền màu lâu trôi mình được tặng thêm cả phấn mắt của bia nữa hihi,0,đỏ cam màu đẹp bền màu trôi tặng phấn mắt bia hihi
son đẹp mịn mua được tặng thêm lịch nữa dáng son rất xinh giáo hàng nhanh đóng gói cẩn thận cho 5 sao,0,son đẹp mịn mua tặng lịch dáng son xinh giáo hàng đóng_gói cẩn_thận 5
chất son tuyệt vời thời gian giao hàng nhanh 👍,0,chất_son tuyệt_vời thời_gian giao hàng 👍
tất cả mọi thứ đều hoàn hảo thời gian giao hàng hơi lâu chút,0,tất_cả hoàn_hảo thời_gian giao hàng hơi chút
son đẹp chất mịn như nhung không khô môi giữ màu lâu đóng gói đẹp ❤,0,son đẹp chất mịn nhung khô môi màu đóng_gói đẹp ❤
son mướt lì mềm môi gói hàng đẹp nữa giao hàng siêu nhanh,0,son mướt lì mềm_môi gói hàng đẹp giao hàng siêu
son thom khi thoa len moi mềm mịn màu lên đẹp thích lam shop oi,0,son thom thoa len moi mềm mịn màu đẹp lam shop oi
son lên màu đẹp hàng chuẩn sẽ ủng hộ shop lần tới nheé,0,son màu đẹp hàng chuẩn ủng_hộ shop nheé
mình đặt shope mal bia chứ mình không đặt sky07 mà sky07 giao cho mình son thì ok nhưng hơi thấy hơi buồn,1,shope mal bia mình đặt sky07 sky07 giao mình son ok hơi hơi buồn
sản phẩm đẹp chất lượng đóng gói sản phẩm rất kỹ giao hàng nhanh,0,sản_phẩm đẹp chất_lượng đóng_gói sản_phẩm kỹ giao hàng
chất lượng sản phẩm tuyệt vời đóng gói cẩn thận chắc chắn,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói cẩn_thận chắc_chắn
các bạn đừng mua màu 19 nhé mua về nó ra màu hồng cánh sen sến đụ giao hàng nhanh oke mà cái màu thì bỏ mẹ đi,1,đừng mua màu 19 mua màu hồng cánh_sen sến đụ giao hàng oke màu bỏ_mẹ đi
chất son lỏng vừa nhưng không bóng lắm không sợ dính mùi trên son mình thấy cũng không nồng gì không bám mùi như review nchung oki lắm,2,chất son lỏng bóng lắm không sợ dính mùi son không nồng không bám mùi review nchung oki lắm
màu cam phù hợp với bạn nào thuchs nhẹ nhàng minh khá ưng với mầu này cam ơn shope nhiều nhiewuf nha,0,màu cam phù_hợp thuchs nhẹ_nhàng minh ưng với mầu cam ơn shope nhiewuf nha
màu khá xinh mua với giá ưu đãi còn được tặng kèm thiệp đóng gói sp chắc chắn,0,màu xinh mua giá ưu_đãi tặng kèm thiệp đóng_gói sp chắc_chắn
tuyệt vời quá chị em mình ơi xuất sắc lắm nha mọi người đã mua nhìu lần lắm rồi à,0,tuyệt_vời chị_em xuất_sắc lắm nha mua nhìu lắm
son nhiều chì,1,son chì
đúng màu son xinh xẽo chất son tuyệt luôn đóng gói siêu oke cây son có xíu mà đóng gói hẳn cái hộp nhìn sang lémn luôn ấy 3 shiper ⭐,0,màu son xinh xẽo chất_son tuyệt đóng_gói siêu oke son xíu đóng_gói hẳn hộp lémn luôn 3 shiper ⭐
vỏ son xinh xẻo slogan chất lừ màu xanh đặc biệt với những thỏi đã có mình thích màu này màu với chất son ok siêu yêu 😘,0,vỏ son xinh_xẻo slogan chất lừ màu xanh đặc_biệt thỏi màu màu với chất son ok siêu yêu 😘
chất lượng không có gì để chê hàng sản xuất đã lâu hạn sử dụng không được dài,2,chất_lượng chê hàng sản_xuất hạn sử_dụng không
cây thứ 2 màu này tone hồng đất nhẹ nhàng dễ dùng,0,2 màu tone hồng đất_nhẹ_nhàng
ship giao hàng nhanh đóng gói sản phẩm chắc chắn màu 2 xinh cực kì sẽ ủng hộ nữa,0,ship giao hàng đóng_gói sản_phẩm chắc_chắn màu 2 xinh cực_kì ủng_hộ
son không bị khô môi màu siêu xinh thỏi bia t4 của m rồi không bàn cần nói nhiều quá ưng lần này giao hàng cũng siêu nhanh đặt hôm trước hôm sau có hàng luôn,0,son khô môi màu siêu xinh thỏi bia t4 m không bàn ưng giao hàng siêu hôm hôm hàng
chất lượng son ổn shope mal nên đóng gói sản phẩm khá là đẹp,0,chất_lượng son ổn shope mal đóng_gói sản_phẩm đẹp
màu siêu xinh siêu đáng yêu chính hãng nên rất yên tâm son đánh cực thíc lên màu siêu ưng,0,màu siêu xinh siêu yêu hãng yên_tâm son đánh cực thíc màu siêu ưng
thấy mọi người đánh giá tốt mà sao mình son lên môi chùi là ra hết ấy đóng gói đẹp chứ chất son buồn ghê không như mình đợi,1,đánh_giá son môi chùi đóng_gói đẹp chất son buồn ghê mình đợi
rất ưng ạ,0,ưng
son không giống hình màu khác,1,son hình màu
màu son đẹp độ bền màu mức trung bình bạn nào da ngăm không nên mua màu này vì nó sẽ tối da phấn mịn hợp tone da thanks shop vì gói hàng rất cẩn thận ❤,0,màu son đẹp độ bền màu trung_bình da ngăm mua màu tối da phấn mịn hợp tone da thanks shop vì gói hàng cẩn_thận ❤
màu son rat dep mui rat thơm chuẩn bi hamgf hơi lâu 1 cây son ma goi hộp to hơi phí hihi,0,màu son rat dep mui rat thơm chuẩn bi hamgf hơi 1 son ma goi hộp to hơi phí hihi
giao hàng nhanh son lên màu đẹp hoie khô môi xíu nói chung được sẽ ủng hộ tiếp,0,giao hàng son màu đẹp hoie khô môi xíu nói_chung ủng_hộ tiếp
sản phẩm không như mong đợi dùng vẫn thấy khô môi,1,sản_phẩm mong_đợi khô môi
màu son đẹp lên màu mướt dễ đánh dễ tán son tuy nhiên son không lì như quảng cáo dễ trôi như các loại son khác,2,màu son đẹp màu mướt đánh dễ tán son tuy_nhiên son lì quảng_cáo dễ trôi như son
mùi thơm cực nha nhưng có vẻ không thích hợp lắm với người có môi hơi khô như mình tô sương sương thì okayce còn tô đậm thì cá nhân mình thấy không ưng lắm và vừa tô được vài phút thì môi mình bắt đầu khô nứt nẻ chán cái môi mình quá luôn,2,mùi thơm cực nha vẻ thích_hợp lắm có môi hơi khô tô sương sương okayce tô đậm thì cá_nhân mình không ưng lắm tô phút thì môi mình bắt_đầu khô nứt_nẻ chán môi mình
son mềm và mịn môi,0,son mềm mịn môi
đóng hộp rất sịn sò vỏ sản phẩm đẹp sang chất son mịn thơm nhưng màu tối hơn mình xem ảnh shop chụp chút ạ,0,đóng_hộp sịn sò vỏ sản_phẩm đẹp chất son mịn thơm màu tối ảnh shop chụp chút
son mịn mềm môi thơm mùi kẹo ngọt nhưng không phải màu mình đang tìm hix tặng shop 5 sao vì chất lượng có điều chuẩn bị hàng giao hàng hơi lâu t son mịn mềm môi thơm mùi kẹo ngọt nhưng không phải màu mình đang tìm hix tặng shop 5 sao vì chất lượng có điều chuẩn bị hàng giao hàng hơi l,0,son mịn mềm_môi thơm mùi kẹo màu hix tặng shop 5 chất_lượng chuẩn_bị hàng giao hàng hơi t_son mịn mềm_môi thơm mùi kẹo ngọt nhưng không phải màu mình đang tìm hix tặng shop 5 sao vì chất_lượng có điều chuẩn_bị hàng giao hàng hơi l
đánh son này đi học mà đánh nhạt nhạt thì trông giống màu môi thật,0,đánh son đi học đánh nhạt nhạt trông màu môi
son đánh siêu xinh nha,0,son đánh siêu xinh nha
đéo nhận được nha,1,đéo nha
sản phẩm rất đẹp như hình đóng gói sản phẩm chắc chắn cẩn thận,0,sản_phẩm đẹp hình đóng_gói sản_phẩm chắc_chắn cẩn_thận
son mịn và lên màu chuẩn lắm ạ shop giao nhanh gói hàng cẩn thận sẽ quay lại mua tiếp ạ,0,son mịn màu chuẩn lắm shop giao gói hàng cẩn_thận mua tiếp ạ
đánh cứ bị khô môi,1,đánh khô môi
son kem lâu trôi chât son mịn hàng chính hãng sử dụng rất yên tâm,0,son kem trôi chât son mịn hàng hãng sử_dụng yên_tâm
gói hàng cẩn thận hộp hàng xinh lắm đây là thỏi thứ 3 mình mua rồi mấy lần trước mua tem ở đáy nó toàn chữ hàn với số to hơn nhưng không sao chắc đây là bản mới 😚,0,gói hàng cẩn_thận hộp hàng xinh lắm thỏi 3 mua mấy mua tem đáy toàn chữ hàn to đây là 😚
son đẹp và lên màu chuẩn lắm ạ shop còn giao hàng nhanh nữa lần tới sẽ ủng hộ shop nhiều hơn nữa,0,son đẹp màu chuẩn lắm shop giao hàng ủng_hộ shop hơn_nữa
giấy gói quà đẹp gói cẩn thận giao hàng 1 ngày rưỡi nhưng sao mình đánh son lên môi lại bị vón cục dù mình đã tẩy tế bào chết môi rồi màu son đẹp,0,giấy gói quà đẹp gói cẩn_thận giao hàng 1 rưỡi đánh son môi vón cục mình tẩy tế_bào chết môi màu son đẹp
shop thì lúc nào cug đóng gói cẩn thận dù là mua 1c thui cug đựng hộp to đùng packing xinh nhất trong các version,0,shop lúc_nào cug đóng_gói cẩn_thận mua 1c thui cug đựng hộp to_đùng packing xinh version
son siêu đẹp ạ mùi thơm nữa đóng gói chắc chắn giao hàng nhanh,0,son siêu đẹp mùi thơm đóng_gói chắc_chắn giao hàng
hàng giao khá nhanh son về đẹp kinh vỏ bên ngoài nhìn khoái chất son đánh lên môi khá mướt môi không bị khô lắm màu lên rất đẹp,0,hàng giao son đẹp kinh vỏ khoái chất son đánh môi khá mướt môi khô lắm màu lên đẹp
giao hàng nhanh đóng gói cẩn thận rất thích mùi của son,0,giao hàng đóng_gói cẩn_thận mùi son
đóng gói rất chắc chắn son rất đẹp luôn lần sau mình sẽ ủng hộ tiếp,0,đóng_gói chắc_chắn son rất đẹp ủng_hộ tiếp
màu xinh lắm luôn giá hợp lí son thì mịn mùi thơm nhẹ,0,màu xinh lắm giá hợp_lí son mịn mùi thơm nhẹ
mùi hương khó chịu,1,mùi hương khó_chịu
săn mãi mới được màu 25 hàng mới sản xuất tháng 1 2020 hàng chĩnh hàng son khá hợp với ai da trắng vừa và răng không được sáng đánh lên sáng hẳn mà không bị quá bánh bèo,0,săn mãi màu 25 hàng mới sản_xuất 1 2020 hàng chĩnh hàng son hợp da trắng được đánh sáng hẳn không bánh_bèo
hàng có tem chống hàng giả bao bì chắc chắn màu lên đẹp mượt môi,0,hàng tem chống hàng giả bao_bì chắc_chắn màu đẹp mượt môi
màu lên cực đẹp và lâu trôi ăn 2 cái tiệc vẫn còn giữ màu nhẹ nhẹ thíc cực,0,màu cực đẹp trôi 2 tiệc màu nhẹ nhẹ thíc cực
son không lỳ lấy giấy khô lau là hết mùi thơm nhẹ không ưng son lắm,1,son lỳ giấy khô lau mùi thơm nhẹ không ưng son lắm
mình chả nhớ mình mua lần thứ bao nhiêu thích mỗi màu 02 nay mà mua miết luôn,0,chả mình mua bao_nhiêu màu 02 mua miết
son lên màu đẹp lâu trôi,0,son màu đẹp trôi
giao hàng rất nhanh gói hàng rất cẩn thận cơ mà màu son thì hơi hồng quá không giống màu san hô,0,giao hàng gói hàng rất cẩn_thận cơ_mà màu son hơi hồng màu san_hô
màu son đẹp base cam cháy lâu trôi shop giao hàng nhanh còn có hộp đựng dễ thương sẽ tiếp tục ủng hộ,0,màu son đẹp base cam cháy trôi shop giao hàng hộp đựng dễ_thương tiếp_tục ủng_hộ
hơi nhanh trôi so với những version khác nhưng vẫn okie ưng cái bụng,2,hơi trôi version okie ưng bụng
màu son thiên nâu nhiều hơn mình không thích lắm,1,màu son thiên nâu lắm
thái độ bán hàng của shop quá kém thà mua chỗ đắt hơn một chút nhưng lại cảm thấy vui vẻ khi được tiếp đãi tận tình,1,thái_độ hàng shop kém mua chỗ đắt một_chút cảm_thấy vui_vẻ tiếp_đãi tận_tình
mua son chuẩn nên cảm thấy yên tâm màu 12 xinh xẻo lắm nhé màu 14 ai trắng thì đẹp son rất lâu trôi mua đúng đợt sale nên rất hài lòng với giá cả cảm ơn shop 😷,0,mua son chuẩn cảm_thấy yên_tâm màu 12 xinh_xẻo lắm màu 14 trắng đẹp son trôi mua đợt sale nên rất hài_lòng giá_cả cảm_ơn shop 😷
